DATE',ID_CAMS',0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2019-10-14',6192,12.911190,13.471450,13.518755,13.438697,13.489638,13.518744,14.071794,14.391845,13.002459,11.972496,11.565142,11.587266,11.430319,12.005340,12.187282,12.263635,13.853247,15.206973,14.948463,13.998982,13.384179,13.056782,13.053096,13.129473
2019-10-14',6193,13.813409,14.359117,14.355490,14.289984,14.904833,17.862419,19.842253,14.610124,13.329876,13.047476,12.172684,12.449468,12.416211,13.085820,13.493316,13.686085,15.166556,16.796770,17.083958,16.203598,15.363239,14.577456,14.057178,13.795222
2019-10-14',6194,14.257242,14.795674,14.777495,15.515997,17.248623,20.221008,23.361153,18.968620,13.446292,13.152843,12.423704,12.835093,12.874597,13.606050,14.126324,14.431870,15.701340,17.349743,18.520554,17.585489,16.385511,15.476045,14.733842,14.326367
2019-10-14',6377,13.698685,14.588309,14.828427,14.915716,15.243136,15.341371,15.290517,15.315891,13.871935,12.732834,12.041717,12.140239,12.208846,13.002147,13.253209,13.304097,15.224764,16.483904,16.225395,15.275913,14.624729,14.319160,14.413699,14.562837
2019-10-14',6378,15.163099,15.796118,15.876378,15.939850,19.231825,23.420135,26.176720,15.818366,14.275751,13.291264,12.823882,13.144321,13.314792,14.300904,14.828454,15.053965,16.749077,18.390205,18.535511,17.952372,16.761936,15.970810,15.585129,15.352274
2019-10-14',6379,15.537811,16.145365,19.368780,19.526342,22.385357,26.531538,30.103840,19.859720,14.355786,13.458611,13.085816,13.537223,13.747711,14.788394,15.446911,15.814302,17.167444,18.844952,19.197622,18.378895,17.981283,16.691130,16.159929,15.868867
2019-10-14',6562,13.698685,14.588309,14.828427,14.915716,15.243136,15.341371,15.290517,15.315891,13.871935,12.732834,12.041717,12.140239,12.208846,13.002147,13.253209,13.304097,15.224764,16.483904,16.225395,15.275913,14.624729,14.319160,14.413699,14.562837
2019-10-14',6563,15.163099,15.796118,15.876378,15.939850,19.231825,23.420135,26.176720,15.818366,14.275751,13.291264,12.823882,13.144321,13.314792,14.300904,14.828454,15.053965,16.749077,18.390205,18.535511,17.952372,16.761936,15.970810,15.585129,15.352274
2019-10-14',6564,15.537811,16.145365,19.368780,19.526342,22.385357,26.531538,30.103840,19.859720,14.355786,13.458611,13.085816,13.537223,13.747711,14.788394,15.446911,15.814302,17.167444,18.844952,19.197622,18.378895,17.981283,16.691130,16.159929,15.868867
2019-10-14',6747,12.089739,13.654983,14.623877,15.703310,16.290874,16.392746,15.858042,15.734259,14.355786,12.239696,12.312753,11.325566,9.5582094,9.2443628,11.437062,15.243139,16.974632,17.339418,16.844490,16.203035,15.598272,15.033071,14.827398,14.782348
2019-10-14',6748,13.339555,15.113585,15.978028,16.014385,16.458221,16.574646,15.905335,15.807018,14.483115,13.544103,12.795503,12.951445,11.519960,11.528488,14.157460,16.152634,17.173506,17.354929,18.368093,17.873430,17.047623,16.654749,16.648149,16.515659
2019-10-14',6749,13.336762,14.676850,15.936171,16.087145,16.501877,16.556456,15.847127,15.825209,14.548599,13.665975,13.533288,13.925094,13.184251,13.390436,15.564967,16.858402,17.920507,18.396648,18.494982,18.229689,17.720650,17.291395,17.101391,16.740667
2019-10-15',6192,13.100362,13.733379,14.308193,14.853872,15.013938,15.192204,19.197624,20.749224,20.262093,21.095169,22.613365,25.541210,26.614536,28.794426,29.796793,28.412203,27.572441,32.434650,33.835381,30.937092,33.689293,35.418285,35.804607,34.659882
2019-10-15',6193,20.700445,17.632063,14.948971,14.511903,14.719261,16.235855,19.284935,20.678284,26.106743,26.377993,20.484634,20.211809,21.075064,21.330374,21.916307,22.539814,24.450550,24.519520,21.551655,20.740242,22.632452,26.162613,28.056252,28.885393
2019-10-15',6194,22.372778,19.512785,17.074944,14.986958,14.976627,17.616583,20.094706,26.498554,25.594339,25.268059,21.069412,20.835865,21.364311,20.355026,20.563889,19.497774,19.471031,20.121685,21.013233,20.565619,20.874735,21.486126,22.273172,22.955431
2019-10-15',6377,14.922989,15.934353,16.723810,17.651478,18.324499,19.063013,21.515017,23.073893,26.724148,28.698696,31.045506,32.829533,31.374516,39.125065,45.224625,49.951004,43.682312,38.125111,35.554085,34.939350,34.717419,34.876396,32.465633,29.720039
2019-10-15',6378,18.003580,15.876145,16.922344,17.411758,21.512554,27.200064,32.906391,32.098713,35.003033,35.315300,35.588341,35.781021,33.468605,39.092968,41.723652,37.885418,30.442173,27.909796,25.111097,22.754335,24.996996,27.555702,28.856009,29.780848
2019-10-15',6379,19.246859,17.150259,18.837200,21.272564,26.070431,32.868881,40.376087,33.076134,34.907990,33.397011,32.235279,31.250776,28.907650,31.667599,32.780293,30.057512,24.791426,20.516413,20.342560,20.651197,21.194878,22.086391,22.035332,22.783764
2019-10-15',6562,14.922989,15.934353,16.723810,17.651478,18.324499,19.063013,21.515017,23.073893,26.724148,28.698696,31.045506,32.829533,31.374516,39.125065,45.224625,49.951004,43.682312,38.125111,35.554085,34.939350,34.717419,34.876396,32.465633,29.720039
2019-10-15',6563,18.003580,15.876145,16.922344,17.411758,21.512554,27.200064,32.906391,32.098713,35.003033,35.315300,35.588341,35.781021,33.468605,39.092968,41.723652,37.885418,30.442173,27.909796,25.111097,22.754335,24.996996,27.555702,28.856009,29.780848
2019-10-15',6564,19.246859,17.150259,18.837200,21.272564,26.070431,32.868881,40.376087,33.076134,34.907990,33.397011,32.235279,31.250776,28.907650,31.667599,32.780293,30.057512,24.791426,20.516413,20.342560,20.651197,21.194878,22.086391,22.035332,22.783764
2019-10-15',6747,14.844265,15.315094,16.398893,17.954170,19.699654,20.801968,22.550022,24.082426,31.125368,32.102268,32.505821,32.315865,29.753330,34.713100,34.366112,35.226456,37.155090,31.008060,26.444017,24.343933,24.251637,22.645958,22.319094,23.676231
2019-10-15',6748,16.511482,16.894659,18.111189,18.775614,19.419531,20.587326,22.278992,27.813997,36.526268,35.607025,34.159290,32.749504,29.753189,33.995224,35.205994,36.785343,34.167152,27.588644,23.244728,21.452536,21.657444,21.817183,22.035332,22.872238
2019-10-15',6749,16.598297,16.763649,17.872091,19.295845,19.481377,20.409065,21.913376,28.403662,40.170662,37.103306,33.701527,30.899954,27.734167,29.344194,28.920105,29.072809,29.183226,23.733040,19.635683,19.990818,19.988266,17.940325,18.715570,19.614687
2019-10-16',6192,32.984703,31.291819,29.256638,29.212313,28.227135,27.488974,24.367491,23.334015,22.524696,17.486322,18.024559,15.652416,14.004450,16.291368,16.064955,16.769661,18.195555,18.511312,17.352703,17.306095,17.153152,18.262728,19.092176,20.271460
2019-10-16',6193,31.856909,29.628872,27.411629,25.429518,25.855122,25.007475,22.985401,21.709124,20.491066,18.922770,17.190182,15.435956,14.068526,15.169503,14.322043,16.110977,19.462620,23.402756,22.745811,22.245113,22.712517,24.112129,26.344879,28.450115
2019-10-16',6194,27.716988,28.019394,26.445177,24.294468,24.821936,24.003391,20.471216,20.059834,19.545193,18.280666,14.891569,14.824677,13.531512,13.766402,13.455667,14.772688,16.449635,17.370405,17.513945,17.309315,17.835735,19.499058,21.835588,23.911922
2019-10-16',6377,31.681021,29.769615,27.016382,24.474272,23.871763,23.542946,23.282194,23.127674,22.194096,16.339024,17.586687,15.486888,13.806180,14.754457,15.546891,16.769236,17.188833,18.229462,17.258165,17.267633,17.829817,19.033979,19.888895,20.563078
2019-10-16',6378,31.847059,33.964249,29.170420,26.608223,26.779169,25.567722,24.630968,21.686010,21.051315,19.122858,17.172241,15.112176,13.285949,15.032354,14.519354,16.556715,19.568121,20.146961,20.369036,20.532108,21.263834,22.909250,25.173420,26.382759
2019-10-16',6379,26.375164,28.890823,25.613714,24.607334,24.840126,23.931080,22.821762,20.521858,19.872610,17.402706,15.392296,14.875708,13.100411,13.842241,13.642537,14.291956,16.040493,16.722816,16.622725,16.420767,17.196886,19.062132,21.336163,21.589893
2019-10-16',6562,31.681021,29.769615,27.016382,24.474272,23.871763,23.542946,23.282194,23.127674,22.194096,16.339024,17.586687,15.486888,13.806180,14.754457,15.546891,16.769236,17.188833,18.229462,17.258165,17.267633,17.829817,19.033979,19.888895,20.563078
2019-10-16',6563,31.847059,33.964249,29.170420,26.608223,26.779169,25.567722,24.630968,21.686010,21.051315,19.122858,17.172241,15.112176,13.285949,15.032354,14.519354,16.556715,19.568121,20.146961,20.369036,20.532108,21.263834,22.909250,25.173420,26.382759
2019-10-16',6564,26.375164,28.890823,25.613714,24.607334,24.840126,23.931080,22.821762,20.521858,19.872610,17.402706,15.392296,14.875708,13.100411,13.842241,13.642537,14.291956,16.040493,16.722816,16.622725,16.420767,17.196886,19.062132,21.336163,21.589893
2019-10-16',6747,27.154366,25.805683,19.709793,19.216782,20.745552,20.166746,18.261414,17.657751,16.965652,15.422672,14.992669,13.415201,12.196018,12.262066,13.362011,13.559433,13.882819,14.937680,15.858095,16.132343,16.793283,17.818893,18.597412,19.251612
2019-10-16',6748,25.351946,25.484077,20.619272,20.178970,20.879234,20.181852,18.675661,18.428825,18.337589,15.930433,15.557365,14.130832,12.676580,12.469430,13.343657,13.067680,13.704754,14.398059,14.974066,15.310401,15.061315,15.742887,17.886862,18.812183
2019-10-16',6749,22.544556,22.969851,18.408043,17.874609,19.455925,18.838343,16.207767,15.816772,15.442724,14.835259,13.765604,12.584107,10.926953,11.325296,11.226837,11.788280,12.824167,13.757731,14.328016,14.993896,14.577463,14.624749,16.615673,16.077105
2019-10-17',6192,19.787966,21.014160,20.296883,19.053326,18.437449,18.048059,15.388748,15.963852,15.994384,13.921600,13.228344,12.520790,14.279395,15.750486,15.466772,16.715666,19.331722,18.365721,16.684416,15.648414,14.396609,13.610767,13.392081,11.223994
2019-10-17',6193,29.827778,31.738712,33.940731,34.738953,29.315838,24.317362,23.652601,19.557123,17.003780,16.632847,18.226301,19.414263,15.952467,19.254179,21.406832,26.946037,30.275835,32.016293,30.545145,25.668615,23.121670,20.802469,19.088005,14.038681
2019-10-17',6194,25.356829,26.906822,28.636913,30.395634,25.146997,20.938995,22.764645,19.311218,16.827793,16.327255,17.711527,18.721228,17.156340,19.402178,21.751957,26.969337,28.875214,30.975830,33.025608,32.356201,26.933439,21.412235,18.378202,16.121880
2019-10-17',6377,20.806883,21.548477,21.777626,19.556446,19.317841,18.812035,17.179586,16.134836,16.525629,17.453211,17.140905,14.742515,14.369477,17.444399,18.896414,22.552816,27.821522,28.671867,28.035578,27.043798,26.243866,25.619913,22.874168,19.158085
2019-10-17',6378,27.110334,29.840412,30.799301,26.859718,21.998278,24.890089,24.830271,17.441282,16.227314,16.672865,18.171732,19.099577,19.448778,20.834242,23.787882,28.536318,31.768324,42.923706,45.562679,44.394463,39.904839,32.931015,30.086084,27.132051
2019-10-17',6379,21.769783,24.209330,24.946220,22.826109,20.605499,24.360159,25.752739,17.237074,16.185476,16.412748,17.713346,18.457474,20.054359,20.411732,23.718575,27.092041,32.354160,43.993782,51.928837,50.915058,46.888287,41.107868,35.396175,27.699575
2019-10-17',6562,20.806883,21.548477,21.777626,19.556446,19.317841,18.812035,17.179586,16.134836,16.525629,17.453211,17.140905,14.742515,14.369477,17.444399,18.896414,22.552816,27.821522,28.671867,28.035578,27.043798,26.243866,25.619913,22.874168,19.158085
2019-10-17',6563,27.110334,29.840412,30.799301,26.859718,21.998278,24.890089,24.830271,17.441282,16.227314,16.672865,18.171732,19.099577,19.448778,20.834242,23.787882,28.536318,31.768324,42.923706,45.562679,44.394463,39.904839,32.931015,30.086084,27.132051
2019-10-17',6564,21.769783,24.209330,24.946220,22.826109,20.605499,24.360159,25.752739,17.237074,16.185476,16.412748,17.713346,18.457474,20.054359,20.411732,23.718575,27.092041,32.354160,43.993782,51.928837,50.915058,46.888287,41.107868,35.396175,27.699575
2019-10-17',6747,19.417929,19.725439,20.022606,19.383152,20.583857,20.299969,16.618385,16.414961,16.229134,16.796555,18.231758,17.055872,16.595209,17.772556,19.916801,24.318365,26.072378,25.840950,25.369699,26.880339,26.411297,27.247440,29.821186,30.551750
2019-10-17',6748,19.312754,20.327141,20.797794,19.383152,21.085897,21.438656,17.265945,16.818777,16.260056,16.545534,17.875237,18.348690,18.351530,19.092617,20.874990,27.202621,29.824726,31.001722,30.982916,34.515091,33.475266,32.934807,33.891411,31.112000
2019-10-17',6749,16.196939,17.639622,17.889109,18.299034,20.053658,19.939453,17.284136,17.000675,16.334635,16.403654,17.558733,18.048201,19.174274,19.576204,22.024834,25.856947,28.031202,30.903070,34.424141,35.877766,36.721798,36.979458,37.017422,32.332016
2019-10-18',6192,13.667532,12.462539,12.377217,12.070570,12.458117,13.547951,15.555680,14.773129,16.955259,18.776424,20.721004,22.363493,23.059387,24.789589,25.337574,27.326752,30.836821,35.643723,41.479046,38.513451,34.166481,28.468231,23.843676,25.593214
2019-10-18',6193,15.983553,14.023808,14.212180,13.949380,15.097612,16.106544,18.179644,18.085495,17.388433,18.946903,19.123953,18.857512,18.584873,19.646999,21.965317,25.559809,23.467724,27.752480,28.150251,28.187248,27.257334,24.599440,21.721540,21.776976
2019-10-18',6194,16.045490,13.846740,15.734496,14.447613,14.462387,15.235859,15.383729,15.891736,15.356524,16.951870,17.266573,16.869371,16.905874,17.762632,17.952127,19.312780,21.518911,23.338779,23.507849,23.396570,22.184727,20.345810,19.161085,20.136246
2019-10-18',6377,20.111238,20.427488,19.994343,19.798882,21.573677,23.786303,28.847462,33.253448,35.276951,30.733976,26.166796,25.482307,24.642120,25.406965,25.575384,28.914579,37.838722,45.906307,38.848206,27.858799,24.026312,24.309914,25.494118,24.256073
2019-10-18',6378,25.585117,26.157951,28.503937,28.406260,31.962296,36.179710,39.561169,28.880308,35.846188,30.902069,25.524357,22.347641,20.587587,22.912590,23.303610,25.360672,34.445717,37.184330,35.419678,33.901772,30.949926,25.560434,22.453968,24.010695
2019-10-18',6379,26.005901,24.890762,22.644560,22.478500,23.511015,25.484472,27.294060,19.547550,26.785816,25.493647,22.550964,20.699751,19.336662,19.765802,19.009607,19.194000,26.110823,26.378944,25.694147,24.643991,24.222870,22.292698,20.933292,22.435450
2019-10-18',6562,20.111238,20.427488,19.994343,19.798882,21.573677,23.786303,28.847462,33.253448,35.276951,30.733976,26.166796,25.482307,24.642120,25.406965,25.575384,28.914579,37.838722,45.906307,38.848206,27.858799,24.026312,24.309914,25.494118,24.256073
2019-10-18',6563,25.585117,26.157951,28.503937,28.406260,31.962296,36.179710,39.561169,28.880308,35.846188,30.902069,25.524357,22.347641,20.587587,22.912590,23.303610,25.360672,34.445717,37.184330,35.419678,33.901772,30.949926,25.560434,22.453968,24.010695
2019-10-18',6564,26.005901,24.890762,22.644560,22.478500,23.511015,25.484472,27.294060,19.547550,26.785816,25.493647,22.550964,20.699751,19.336662,19.765802,19.009607,19.194000,26.110823,26.378944,25.694147,24.643991,24.222870,22.292698,20.933292,22.435450
2019-10-18',6747,27.816002,25.680588,24.287783,24.058535,28.303839,35.447346,43.094570,33.595249,25.851397,21.491009,17.738096,16.494936,16.431416,19.043522,21.280907,20.525827,18.097776,17.919073,17.148001,16.200413,18.443493,19.994221,20.787254,21.750273
2019-10-18',6748,28.372477,27.645416,29.077644,30.022411,32.656780,36.852737,39.714958,26.624783,24.375143,20.565720,17.529266,16.016094,15.879815,16.985910,18.635038,19.130974,17.075363,19.323105,19.481651,17.831079,19.526587,21.941477,22.504324,23.866091
2019-10-18',6749,28.059746,26.745754,28.565754,28.407667,27.663902,27.680731,26.916151,18.073486,22.565228,20.257933,17.743986,16.323503,16.061714,15.641003,15.085528,15.101714,16.597111,18.748304,17.775581,17.490076,17.645092,17.932808,19.124535,20.301653
2019-10-19',6192,26.659143,28.452637,29.700480,30.959213,33.000992,33.680428,33.439262,29.273867,28.622454,28.181620,27.519609,27.132227,26.321022,25.349930,28.763945,30.463621,33.059910,35.355816,34.242966,31.175913,28.779341,27.452583,26.833204,26.154694
2019-10-19',6193,28.231903,27.722589,27.592136,29.111120,33.496731,35.093136,35.256180,29.943333,33.519527,29.110619,27.488686,27.088572,26.248262,30.855101,32.737789,36.069817,39.844898,43.073235,42.849525,40.389618,38.282566,36.484974,35.572838,35.392647
2019-10-19',6194,24.957623,26.289610,27.481689,28.791128,31.665159,32.639965,31.672720,28.745670,29.711843,27.519508,26.866592,26.382805,25.624350,25.161514,29.658909,31.730698,33.626675,35.303364,36.846611,35.696640,34.030834,32.652222,31.832397,31.308943
2019-10-19',6377,28.115515,28.914211,30.424395,32.188850,33.673176,34.801876,35.178680,29.420517,29.239090,28.549055,27.656033,27.015812,26.186417,26.013577,29.503576,30.800476,31.621973,31.914204,30.091917,28.135599,27.008356,26.468851,26.150969,25.506310
2019-10-19',6378,28.208652,29.168530,30.586662,33.330929,35.110352,35.297699,35.254501,29.153124,28.978975,28.227095,27.448669,26.886663,25.971777,28.191055,32.591263,35.106636,36.573277,38.086803,37.979984,36.572754,34.751453,33.391014,32.873924,31.817350
2019-10-19',6379,24.903692,27.223518,28.790985,30.679480,33.280785,34.116154,34.081753,29.045805,28.400536,27.532242,26.691969,26.166344,25.358778,23.912474,25.870544,27.631548,29.217091,30.414106,31.783257,32.963253,31.579803,30.325918,29.651018,28.028566
2019-10-19',6562,28.115515,28.914211,30.424395,32.188850,33.673176,34.801876,35.178680,29.420517,29.239090,28.549055,27.656033,27.015812,26.186417,26.013577,29.503576,30.800476,31.621973,31.914204,30.091917,28.135599,27.008356,26.468851,26.150969,25.506310
2019-10-19',6563,28.208652,29.168530,30.586662,33.330929,35.110352,35.297699,35.254501,29.153124,28.978975,28.227095,27.448669,26.886663,25.971777,28.191055,32.591263,35.106636,36.573277,38.086803,37.979984,36.572754,34.751453,33.391014,32.873924,31.817350
2019-10-19',6564,24.903692,27.223518,28.790985,30.679480,33.280785,34.116154,34.081753,29.045805,28.400536,27.532242,26.691969,26.166344,25.358778,23.912474,25.870544,27.631548,29.217091,30.414106,31.783257,32.963253,31.579803,30.325918,29.651018,28.028566
2019-10-19',6747,24.374792,23.979052,30.201206,30.264189,29.255951,28.163916,29.183233,26.238543,28.986792,27.451588,27.996185,27.159512,26.124573,24.452713,26.789146,26.664606,26.643852,26.342119,26.073690,26.041523,26.459021,25.262165,24.760387,25.145739
2019-10-19',6748,24.118216,23.215496,27.926695,27.678701,27.006052,28.693794,29.957895,26.532309,28.784344,27.963341,27.059404,26.470116,25.540676,23.981594,25.418440,27.320642,28.149813,27.945686,26.969215,25.827274,26.293493,25.214872,24.796766,25.102081
2019-10-19',6749,22.951056,23.830563,25.699450,26.393763,25.034637,25.411259,26.946886,26.351042,27.291166,26.821634,26.255411,25.767986,24.989523,23.615978,22.636374,22.870050,23.393440,24.547787,25.888580,25.678358,26.298950,25.360392,25.098719,24.545315
2019-10-20',6192,28.802458,27.316738,25.665272,26.016335,26.008884,27.339411,25.193003,23.574734,21.486881,20.036774,18.968864,18.917147,19.010456,23.731936,25.712255,26.829271,28.472349,26.292738,23.630854,22.093803,21.791010,21.315783,21.743006,22.618284
2019-10-20',6193,35.264896,34.350185,35.521324,36.369793,35.513546,33.348606,30.810951,31.733988,28.410360,26.238867,24.491785,23.427481,22.302500,28.028629,30.140102,31.958055,35.248512,34.463036,33.034283,30.914885,29.308210,27.974504,27.292580,29.420382
2019-10-20',6194,30.807888,31.013166,31.294262,32.191727,33.503101,33.745998,31.270189,28.920046,25.849714,23.803375,22.001772,20.585800,19.140194,22.415611,23.167128,23.986219,26.627014,27.010975,27.198355,26.314236,25.383450,24.796461,24.575521,26.218960
2019-10-20',6377,26.338665,25.520117,25.524059,26.448116,28.543598,29.182310,28.333494,28.047848,21.693558,20.437428,19.399090,18.998945,18.665018,23.368656,23.966410,24.620821,25.376686,23.357735,21.688301,21.343405,21.860096,22.298634,23.194176,24.257038
2019-10-20',6378,32.629902,32.291462,33.336193,35.293797,35.433510,33.578537,30.734015,26.364437,24.537363,22.939440,21.442106,20.384539,19.344715,24.386053,25.063360,26.031631,28.426563,27.646294,26.605747,26.866909,27.019531,26.029551,26.870119,32.252789
2019-10-20',6379,28.667320,28.674301,28.892372,29.781422,31.070387,32.038349,32.536610,24.927820,22.497004,20.871058,19.238415,17.888309,16.608864,19.579659,19.515869,19.831676,21.976276,22.452248,22.733467,23.569338,23.420576,22.787416,22.594620,29.595005
2019-10-20',6562,26.338665,25.520117,25.524059,26.448116,28.543598,29.182310,28.333494,28.047848,21.693558,20.437428,19.399090,18.998945,18.665018,23.368656,23.966410,24.620821,25.376686,23.357735,21.688301,21.343405,21.860096,22.298634,23.194176,24.257038
2019-10-20',6563,32.629902,32.291462,33.336193,35.293797,35.433510,33.578537,30.734015,26.364437,24.537363,22.939440,21.442106,20.384539,19.344715,24.386053,25.063360,26.031631,28.426563,27.646294,26.605747,26.866909,27.019531,26.029551,26.870119,32.252789
2019-10-20',6564,28.667320,28.674301,28.892372,29.781422,31.070387,32.038349,32.536610,24.927820,22.497004,20.871058,19.238415,17.888309,16.608864,19.579659,19.515869,19.831676,21.976276,22.452248,22.733467,23.569338,23.420576,22.787416,22.594620,29.595005
2019-10-20',6747,25.203922,25.618662,27.142960,27.997227,25.996025,25.365488,25.951344,22.489685,21.136677,19.652590,18.670244,18.408342,18.393847,20.522940,20.325447,20.570108,21.121557,20.045490,19.273920,19.623466,20.158140,21.266577,22.337809,23.414200
2019-10-20',6748,25.029299,25.258501,26.506313,28.849182,27.159481,25.846483,26.464029,21.806795,21.647812,18.720621,17.592749,17.651642,17.222418,18.701597,18.436632,18.645632,19.603220,19.292875,18.972721,19.274759,19.695313,20.755838,21.931484,23.135801
2019-10-20',6749,25.163904,24.978376,25.640474,27.499493,27.398338,24.197186,24.349127,20.573088,21.353136,17.367756,16.660587,16.469299,15.723570,15.646939,15.178240,15.161322,16.348963,17.034153,17.473328,17.862741,18.157124,17.567022,20.366039,21.603857
2019-10-21',6192,22.220617,22.758114,24.519978,23.464964,23.916080,24.065241,23.825859,20.612265,21.616966,20.078165,20.274458,20.050726,20.592989,21.226267,21.803484,22.787477,23.764914,24.524906,25.290113,23.572662,23.069298,22.782400,22.615993,22.535305
2019-10-21',6193,34.186092,35.138966,36.779964,36.121490,35.972343,33.873230,31.573055,27.951687,24.810814,23.234070,22.508177,22.177124,22.302839,28.015949,33.115597,36.269253,38.467422,38.461826,35.416874,31.417820,28.090446,26.811483,27.102419,27.823177
2019-10-21',6194,32.363464,33.045963,31.270601,33.202057,35.000347,36.165520,29.905788,26.586437,24.763817,23.206827,23.475880,23.188482,23.228704,24.193926,27.795876,31.176130,35.287060,36.385876,34.885643,32.105400,29.666828,28.613533,28.924761,29.901545
2019-10-21',6377,25.376905,24.653387,25.041914,25.811460,26.571733,26.826168,25.332161,24.012127,23.079433,21.213215,21.263988,20.836529,21.375154,21.880840,23.597357,24.005816,24.848997,25.165951,25.014317,24.093390,25.101912,24.996317,25.092833,24.414150
2019-10-21',6378,34.126019,32.041256,35.448521,36.900345,36.341702,35.048988,32.565735,27.532310,25.516880,23.832560,23.876057,23.106628,23.215971,24.886698,27.558676,30.351767,33.751308,34.088215,33.299999,31.369675,30.069677,30.052752,30.819124,32.220585
2019-10-21',6379,32.018681,27.438587,28.269773,29.698093,31.122177,31.905205,29.853336,27.757866,26.055300,24.574707,24.807379,24.063416,24.074533,23.656038,23.986122,26.030380,29.359587,31.587353,31.404270,30.485645,29.865211,30.189972,31.036722,32.538452
2019-10-21',6562,25.376905,24.653387,25.041914,25.811460,26.571733,26.826168,25.332161,24.012127,23.079433,21.213215,21.263988,20.836529,21.375154,21.880840,23.597357,24.005816,24.848997,25.165951,25.014317,24.093390,25.101912,24.996317,25.092833,24.414150
2019-10-21',6563,34.126019,32.041256,35.448521,36.900345,36.341702,35.048988,32.565735,27.532310,25.516880,23.832560,23.876057,23.106628,23.215971,24.886698,27.558676,30.351767,33.751308,34.088215,33.299999,31.369675,30.069677,30.052752,30.819124,32.220585
2019-10-21',6564,32.018681,27.438587,28.269773,29.698093,31.122177,31.905205,29.853336,27.757866,26.055300,24.574707,24.807379,24.063416,24.074533,23.656038,23.986122,26.030380,29.359587,31.587353,31.404270,30.485645,29.865211,30.189972,31.036722,32.538452
2019-10-21',6747,24.791510,21.962831,21.206623,22.243008,23.234371,23.673298,23.693939,23.647505,23.776604,23.541685,23.501345,22.586397,22.812155,22.813847,22.939848,23.375877,24.638235,25.631454,25.333250,24.434565,25.589579,26.659107,26.523893,25.711246
2019-10-21',6748,24.580103,22.164200,21.412327,22.352993,23.238073,23.625116,23.615973,23.548269,23.632122,23.220129,23.942322,23.797844,23.590015,23.394104,22.974424,23.392248,24.085262,24.905678,25.190069,25.252968,25.371300,26.499037,26.615469,26.862894
2019-10-21',6749,23.035276,20.594725,18.415264,18.776121,19.192783,19.476505,19.604496,19.670895,19.766975,19.613897,20.625645,20.655582,20.450119,21.943111,22.461981,22.391905,21.796854,22.748001,24.402531,24.294828,24.760118,26.024755,26.739458,26.702822
2019-10-22',6192,21.427410,23.997375,25.540411,26.999342,28.184372,28.882429,28.988329,26.972002,22.892759,22.530720,21.310600,20.425594,19.885242,20.567686,22.857452,23.408615,26.793818,27.619862,29.274820,31.701960,29.225891,26.547218,23.988712,23.741251
2019-10-22',6193,28.926819,27.034569,27.241201,29.016544,30.294477,37.057877,44.180336,37.182472,34.079700,33.701981,30.971430,26.618805,26.201599,26.387003,27.746696,27.932627,31.654356,34.670975,35.685040,33.474117,36.426701,34.528378,31.354908,29.744158
2019-10-22',6194,31.350166,29.396925,27.086821,28.812759,33.659950,38.947239,44.797173,41.805000,39.257774,38.215652,35.104752,28.594172,28.610025,28.699108,29.200523,27.860662,29.478220,32.918636,34.510612,34.029762,34.435818,32.829895,31.440004,30.817362
2019-10-22',6377,23.099388,24.628836,26.241211,28.455925,31.301899,34.344852,36.291515,29.176617,26.993898,25.709141,25.491413,24.933277,24.082817,23.399014,26.286816,26.538187,30.169834,32.383823,33.776997,33.167496,29.757719,26.767771,26.287630,25.885498
2019-10-22',6378,33.794094,28.871017,30.471725,32.445217,39.787529,48.846592,52.245224,41.637100,38.842014,36.336624,31.820763,28.729408,27.234188,30.653685,34.290169,37.642891,38.691929,40.186039,40.851673,39.895370,35.734577,32.105240,31.767422,31.635906
2019-10-22',6379,34.396862,30.174145,30.031601,35.587978,44.434959,54.891533,57.455513,47.098877,47.677101,39.615578,33.946266,30.611736,28.482384,30.656172,32.437473,35.165611,37.009705,38.195038,38.843506,38.178925,34.548824,32.256218,32.109390,31.883289
2019-10-22',6562,23.099388,24.628836,26.241211,28.455925,31.301899,34.344852,36.291515,29.176617,26.993898,25.709141,25.491413,24.933277,24.082817,23.399014,26.286816,26.538187,30.169834,32.383823,33.776997,33.167496,29.757719,26.767771,26.287630,25.885498
2019-10-22',6563,33.794094,28.871017,30.471725,32.445217,39.787529,48.846592,52.245224,41.637100,38.842014,36.336624,31.820763,28.729408,27.234188,30.653685,34.290169,37.642891,38.691929,40.186039,40.851673,39.895370,35.734577,32.105240,31.767422,31.635906
2019-10-22',6564,34.396862,30.174145,30.031601,35.587978,44.434959,54.891533,57.455513,47.098877,47.677101,39.615578,33.946266,30.611736,28.482384,30.656172,32.437473,35.165611,37.009705,38.195038,38.843506,38.178925,34.548824,32.256218,32.109390,31.883289
2019-10-22',6747,26.335327,25.310801,25.467913,25.563377,27.805958,30.373873,32.160954,31.257755,28.463642,27.003971,27.230366,26.966908,26.334726,25.368980,25.991571,30.738489,28.470827,32.535610,31.330278,30.514210,28.914780,26.226345,25.274595,25.326159
