DATE',ID_CAMS',0:00,1:00,2:00,3:00,4:00,5:00,6:00,7:00,8:00,9:00,10:00,11:00,12:00,13:00,14:00,15:00,16:00,17:00,18:00,19:00,20:00,21:00,22:00,23:00
2019-06-20',6563,21.312180,20.372816,24.308950,23.271023,22.044226,20.097675,18.685373,18.326027,15.661172,14.670188,15.413377,15.273561,16.020138,15.271855,13.748972,13.649752,14.116391,14.556942,17.824057,21.831488,23.166674,22.060755,19.907286,19.674385
2019-06-20',6564,19.158497,18.422859,17.258739,17.778072,17.488226,17.643518,15.899037,13.951528,12.259689,12.086256,12.619295,12.501420,12.809622,12.056792,12.891887,13.734441,13.842619,14.913009,17.900568,18.707998,17.359472,15.498992,15.136951,16.763824
2019-06-20',6747,15.971954,18.253424,20.597614,17.070642,15.086434,15.526072,14.328625,12.333167,11.793034,11.616388,10.558238,10.372308,11.111766,11.793238,11.515153,11.252232,11.675023,11.898524,11.963329,11.940171,10.933694,14.613912,16.331551,15.382395
2019-06-20',6748,15.130614,15.979730,15.992047,14.451908,13.947889,15.409699,13.954794,12.281383,11.389729,11.484924,10.906389,10.730108,11.284868,11.867972,11.661255,11.538403,11.406054,11.923713,11.837968,12.916052,15.060582,16.774700,14.737207,14.319351
2019-06-20',6749,12.915796,13.445252,13.418703,13.756430,12.438015,13.779316,12.794008,11.524199,10.879390,10.743302,10.370512,10.539867,10.537590,10.836591,11.208028,11.565595,10.850580,11.964754,11.953552,13.472861,14.096809,12.640478,11.734297,11.733161
2019-06-21',6192,25.904394,22.795471,22.281797,20.783674,19.944599,18.633581,18.334616,19.278309,19.599846,19.451302,19.041773,16.706877,14.903328,15.989995,12.524804,11.780583,14.402162,15.457166,14.391919,15.682236,16.362125,17.043255,17.349110,17.347124
2019-06-21',6193,24.132742,19.726339,19.912889,19.037445,18.438688,18.022400,17.650677,18.201468,15.778276,15.943125,16.272133,15.705865,16.251881,13.624399,11.333138,12.444741,13.497783,14.169321,13.424217,14.488979,14.615896,14.831364,14.671557,14.553156
2019-06-21',6194,17.496840,18.214460,18.557629,18.571783,16.105934,15.221782,13.328842,11.000330,10.865641,10.496304,10.241331,9.7114992,9.2741804,8.6559000,8.3163157,9.3003912,12.548157,13.667280,13.016764,13.732280,13.684574,13.667211,13.507404,13.505418
2019-06-21',6377,23.543715,23.017458,24.301628,22.725403,22.203499,19.288416,19.076763,20.326046,20.229174,16.751865,14.367253,13.405412,13.313758,11.651933,10.197862,9.9970636,11.430615,13.013524,14.239124,14.945986,15.005857,14.592209,13.516158,14.737456
2019-06-21',6378,23.862066,21.712149,22.023443,21.832394,22.678740,18.386198,18.087233,18.754440,16.874161,15.973877,15.754290,14.864697,14.753261,12.615542,11.257195,11.499777,11.347965,12.733655,13.278698,14.256148,14.266650,14.482118,14.438726,14.553156
2019-06-21',6379,18.917500,19.726339,19.879311,18.934118,19.252132,18.066055,17.752539,15.089133,12.788938,12.796927,12.436226,11.874392,11.884032,9.7155752,9.2649479,10.472843,12.144795,13.347137,12.849417,13.324825,13.160705,13.317965,13.274573,13.389003
2019-06-21',6562,23.543715,23.017458,24.301628,22.725403,22.203499,19.288416,19.076763,20.326046,20.229174,16.751865,14.367253,13.405412,13.313758,11.651933,10.197862,9.9970636,11.430615,13.013524,14.239124,14.945986,15.005857,14.592209,13.516158,14.737456
2019-06-21',6563,23.862066,21.712149,22.023443,21.832394,22.678740,18.386198,18.087233,18.754440,16.874161,15.973877,15.754290,14.864697,14.753261,12.615542,11.257195,11.499777,11.347965,12.733655,13.278698,14.256148,14.266650,14.482118,14.438726,14.553156
2019-06-21',6564,18.917500,19.726339,19.879311,18.934118,19.252132,18.066055,17.752539,15.089133,12.788938,12.796927,12.436226,11.874392,11.884032,9.7155752,9.2649479,10.472843,12.144795,13.347137,12.849417,13.324825,13.160705,13.317965,13.274573,13.389003
2019-06-21',6747,16.207958,18.976274,16.363800,17.488888,15.987103,12.872954,11.032311,9.8313017,9.4676905,9.9175806,9.6779556,9.2368565,10.247993,8.8230629,8.2568007,7.3430729,7.3964376,9.1645708,9.7802839,9.7319098,9.2456856,9.8272524,11.560233,13.793571
2019-06-21',6748,18.364086,16.538603,16.038300,17.092505,15.513711,13.591967,11.975514,10.427973,9.9908199,10.442075,10.191707,9.6522684,9.6519623,8.5180836,7.7617517,7.2402716,7.3369794,8.7004156,9.5829239,10.663857,12.191595,13.035495,13.855613,13.589759
2019-06-21',6749,16.464436,16.285194,15.549091,13.881874,14.547515,13.100669,11.583806,10.096235,9.7463942,10.299710,10.040049,9.5588179,8.9029360,7.8505712,7.6492300,7.4674182,7.5328617,8.6541166,9.1990318,10.182621,12.371391,12.852303,13.031938,13.137513
2019-06-22',6192,20.024780,21.844322,21.252613,21.872015,22.673267,23.989882,24.746872,24.248314,20.001192,17.165787,16.696566,17.375801,16.578754,12.917820,11.888603,11.832636,12.916354,20.262037,23.654480,23.632542,24.136698,17.266815,14.679676,15.236432
2019-06-22',6193,26.065573,19.394426,19.414907,20.358616,21.625528,22.985800,23.466303,26.049582,27.541159,22.804186,20.775366,17.798603,11.090864,9.4565811,12.888337,13.837489,14.028212,15.209567,19.054724,20.807396,20.658817,16.602757,13.267970,14.942609
2019-06-22',6194,19.071033,18.107719,18.253653,18.300428,19.449463,22.476482,22.935158,25.292883,24.241199,18.817387,15.260160,8.2513533,7.3695807,7.6862073,9.0911961,9.6367598,10.940648,14.258946,16.633877,18.827028,17.382774,15.315068,12.976392,14.854700
2019-06-22',6377,20.199404,21.541971,22.412601,22.843809,21.145330,20.544262,21.962128,16.644880,15.821041,15.056726,14.415780,12.935023,10.788229,10.489711,11.228054,12.364505,13.992173,15.043783,15.422714,20.794464,26.441214,20.967350,18.229462,18.972197
2019-06-22',6378,20.646292,21.698006,20.258919,21.115314,22.149399,23.735224,24.426729,27.238789,21.297962,18.389683,16.778847,14.172391,11.627920,10.211732,13.386171,13.373419,12.885262,14.036859,18.923672,26.923719,24.927319,21.169144,19.621799,19.831114
2019-06-22',6379,19.503923,20.096373,20.468998,20.387718,21.349043,22.985800,23.677307,26.238756,20.724354,18.219223,13.518478,9.7542362,8.2548323,7.7893496,11.734643,11.502191,12.016921,14.765989,18.750328,22.077803,19.145546,16.768766,15.718874,16.194401
2019-06-22',6562,20.199404,21.541971,22.412601,22.843809,21.145330,20.544262,21.962128,16.644880,15.821041,15.056726,14.415780,12.935023,10.788229,10.489711,11.228054,12.364505,13.992173,15.043783,15.422714,20.794464,26.441214,20.967350,18.229462,18.972197
2019-06-22',6563,20.646292,21.698006,20.258919,21.115314,22.149399,23.735224,24.426729,27.238789,21.297962,18.389683,16.778847,14.172391,11.627920,10.211732,13.386171,13.373419,12.885262,14.036859,18.923672,26.923719,24.927319,21.169144,19.621799,19.831114
2019-06-22',6564,19.503923,20.096373,20.468998,20.387718,21.349043,22.985800,23.677307,26.238756,20.724354,18.219223,13.518478,9.7542362,8.2548323,7.7893496,11.734643,11.502191,12.016921,14.765989,18.750328,22.077803,19.145546,16.768766,15.718874,16.194401
2019-06-22',6747,13.865541,16.422583,14.854189,15.019881,14.961789,14.276351,12.833472,12.055798,10.500099,9.7385979,8.4055834,7.5520654,7.5038452,8.0749731,8.7561893,9.6711645,10.825895,12.126182,16.042591,17.256445,14.680340,15.698520,18.099434,19.011446
2019-06-22',6748,15.383388,16.772297,15.208352,15.574673,15.703681,15.780044,16.015070,14.825550,11.693130,10.844202,9.4089270,8.3909607,7.3809495,7.8873053,9.2612724,9.2474394,9.7322559,11.331198,13.967238,17.109745,17.367725,18.857777,17.625927,17.396582
2019-06-22',6749,15.990674,14.710558,14.928569,14.450779,14.999860,15.326433,15.564926,15.118464,12.603477,11.551107,9.3679428,7.9494009,6.6110339,7.0702233,9.4521523,9.0278530,8.9269133,10.713424,12.654497,15.649452,15.719409,15.119257,14.096861,13.740441
2019-06-23',6192,18.110577,19.299347,22.603533,22.518866,22.177713,27.000458,34.596390,30.392902,30.304216,27.375647,22.811831,21.190329,17.633308,16.931908,16.333799,15.698618,13.016829,12.640262,12.645342,13.933743,14.997777,15.387123,16.489508,16.915184
2019-06-23',6193,19.625681,21.295261,23.287643,23.224634,21.703781,22.071253,23.077269,19.531689,18.678089,16.322714,15.536300,16.226007,17.704264,18.528553,17.512136,16.004265,14.856033,13.018270,11.809744,13.259637,14.707137,15.318087,17.372839,17.298906
2019-06-23',6194,16.992067,18.631210,19.074495,19.711880,19.126984,17.680027,16.150074,14.645854,13.743086,14.066115,14.621461,15.590129,16.673409,16.646837,15.049026,14.534465,13.809887,12.651687,11.871703,13.229097,14.289792,17.073866,15.973284,16.030828
2019-06-23',6377,23.975082,26.857960,31.689898,36.181011,35.340076,39.929279,29.058559,24.760202,26.664761,23.678551,23.858488,16.980362,17.088593,17.278481,18.325636,17.602020,17.380877,16.011793,15.341169,17.169212,19.268053,20.240385,22.334574,21.259785
2019-06-23',6378,22.782309,26.723467,30.249214,33.522472,33.563282,27.681656,24.297838,20.961058,22.165405,21.063540,17.559711,16.786114,17.870956,18.095491,17.457878,16.925184,16.305569,17.041271,16.924116,16.997717,18.292080,19.990459,23.299122,23.133415
2019-06-23',6379,19.172098,21.768028,21.621578,24.075409,24.717960,19.746157,17.315903,15.299795,16.467533,15.314766,15.932327,16.952723,17.115110,16.430719,15.678395,15.769928,16.207542,17.115587,17.375084,17.042879,17.884811,20.055645,19.059170,20.236076
2019-06-23',6562,23.975082,26.857960,31.689898,36.181011,35.340076,39.929279,29.058559,24.760202,26.664761,23.678551,23.858488,16.980362,17.088593,17.278481,18.325636,17.602020,17.380877,16.011793,15.341169,17.169212,19.268053,20.240385,22.334574,21.259785
2019-06-23',6563,22.782309,26.723467,30.249214,33.522472,33.563282,27.681656,24.297838,20.961058,22.165405,21.063540,17.559711,16.786114,17.870956,18.095491,17.457878,16.925184,16.305569,17.041271,16.924116,16.997717,18.292080,19.990459,23.299122,23.133415
2019-06-23',6564,19.172098,21.768028,21.621578,24.075409,24.717960,19.746157,17.315903,15.299795,16.467533,15.314766,15.932327,16.952723,17.115110,16.430719,15.678395,15.769928,16.207542,17.115587,17.375084,17.042879,17.884811,20.055645,19.059170,20.236076
2019-06-23',6747,25.447042,27.330214,30.550585,28.016705,26.681076,20.261854,17.684973,15.692725,14.596661,14.575802,14.550322,14.553674,14.535357,14.789450,14.971491,15.329960,15.775391,16.240326,19.867142,21.358971,22.165932,23.645819,21.172127,21.517569
2019-06-23',6748,22.422319,23.932484,25.366407,25.286373,23.655046,19.860313,17.058432,15.025767,14.219477,14.153057,14.322380,14.599774,14.354680,14.484684,14.753468,15.032981,15.388770,17.526821,19.462416,19.588015,21.405294,21.466925,19.912462,20.065149
2019-06-23',6749,17.729923,18.311466,18.691597,19.128780,18.953739,16.798868,16.066599,14.643325,14.055213,13.909824,13.991466,13.940618,13.983151,14.173239,14.765590,15.246058,15.734691,16.530270,17.525591,18.040722,18.934467,18.073856,16.185053,16.726606
2019-06-24',6192,16.314226,13.123226,12.722725,10.855851,10.888078,11.087547,10.905900,11.073441,11.307709,11.929140,10.770362,10.399750,11.835930,10.110434,9.5620699,8.1809845,7.6635299,7.1148491,7.3959079,5.9743366,7.1680112,7.0274057,6.8696613,7.0480075
2019-06-24',6193,19.729464,17.090897,15.230230,12.472137,12.362994,12.592732,11.380201,11.505252,12.115936,11.955431,11.280503,12.182957,14.461456,11.138760,10.662643,9.8699160,7.8328452,7.1817536,7.4915471,6.6341467,7.7411065,8.4320774,7.6814423,7.3659754
2019-06-24',6194,16.540861,16.475616,14.818300,12.469238,11.487776,12.209722,11.454581,10.738392,11.188848,10.912638,10.076062,11.677192,13.311556,11.695570,10.845494,10.301557,9.2648449,7.5713515,7.4867725,6.8181205,8.0435705,8.2751608,7.8485761,7.2958589
2019-06-24',6377,23.520081,22.158089,17.441055,16.884167,17.143085,17.311333,17.102160,15.549604,15.496059,14.919986,13.218025,13.284383,13.509272,11.372542,11.270527,10.224448,10.148056,8.9371500,8.4104776,9.4287395,9.0361843,8.8813391,11.045109,12.066798
2019-06-24',6378,23.818766,22.604958,21.005678,20.664766,19.131113,18.868999,18.138117,16.407684,16.020596,15.883709,14.602489,15.449080,15.655608,15.654244,15.332928,13.691009,11.403280,10.683884,10.456741,9.3937950,9.2845764,11.613149,11.392337,11.471235
2019-06-24',6379,17.285112,20.503996,20.424297,17.304140,16.429829,16.456352,16.113596,14.539440,14.491025,13.834489,12.457518,13.327328,14.163369,12.624029,12.598830,12.031301,12.218173,11.540003,10.520434,9.2038956,9.0259953,9.7752733,8.6155500,9.4486046
2019-06-24',6562,23.520081,22.158089,17.441055,16.884167,17.143085,17.311333,17.102160,15.549604,15.496059,14.919986,13.218025,13.284383,13.509272,11.372542,11.270527,10.224448,10.148056,8.9371500,8.4104776,9.4287395,9.0361843,8.8813391,11.045109,12.066798
2019-06-24',6563,23.818766,22.604958,21.005678,20.664766,19.131113,18.868999,18.138117,16.407684,16.020596,15.883709,14.602489,15.449080,15.655608,15.654244,15.332928,13.691009,11.403280,10.683884,10.456741,9.3937950,9.2845764,11.613149,11.392337,11.471235
2019-06-24',6564,17.285112,20.503996,20.424297,17.304140,16.429829,16.456352,16.113596,14.539440,14.491025,13.834489,12.457518,13.327328,14.163369,12.624029,12.598830,12.031301,12.218173,11.540003,10.520434,9.2038956,9.0259953,9.7752733,8.6155500,9.4486046
2019-06-24',6747,21.461981,28.536638,23.986816,21.085791,20.431107,20.880333,19.210709,17.497614,17.318119,17.461000,13.635810,13.368007,14.789826,12.047416,12.125509,11.464054,11.543022,13.208449,12.628274,12.990690,11.864556,12.533330,13.365812,12.490665
2019-06-24',6748,19.740278,26.089985,22.699057,20.471569,19.467285,19.918400,17.805058,15.504286,15.856874,16.114010,13.071540,13.155398,14.403561,12.147191,12.248077,11.322039,12.444360,13.727771,14.374305,12.434818,12.124558,10.683575,11.136940,10.274909
2019-06-24',6749,15.242103,20.709236,22.341825,20.126913,18.586679,15.881750,14.003923,13.052032,13.261616,13.984101,10.279988,10.514346,13.712814,11.877241,12.250522,11.150932,10.460979,11.803863,12.956687,10.272751,10.102525,8.8836136,8.5426340,8.9027090
2019-06-25',6192,7.1913509,5.8824830,5.9894996,6.5532327,7.1239390,7.3386750,7.3275347,7.5168276,6.9578881,6.1234927,5.2280130,5.0163364,5.1296010,5.1557016,5.1564293,5.2599611,5.6793013,5.8769183,6.4317951,7.1038094,7.3412409,7.0821242,6.7430506,6.9469528
2019-06-25',6193,8.0986147,7.0800743,6.4837108,6.1445141,6.6411252,7.1771832,7.2663999,7.2618632,6.2268324,5.9477758,5.5629201,5.1373138,5.3638811,5.4416242,5.4191027,5.3005333,5.4192572,5.9560871,6.2618618,6.3747072,6.5502644,7.3126812,7.8255768,8.3772755
2019-06-25',6194,7.9371223,6.8697824,6.2735319,5.8072195,6.2718134,7.0150089,7.1327467,6.6080503,5.7135787,5.4419546,4.9704981,4.7378607,4.7664709,4.9163661,4.8976212,4.9142680,4.9948783,5.4921169,5.7516637,5.8975353,6.0153680,6.6863661,7.3144121,7.8840737
2019-06-25',6377,9.5803089,11.587332,12.034471,12.611945,14.094590,13.703689,12.461178,12.426124,11.028233,9.9411392,8.2222328,7.8915906,7.8547101,7.5465536,7.5485101,7.4296746,7.7365642,11.125427,12.344378,13.284905,13.892729,13.663356,11.835169,12.358390
2019-06-25',6378,10.761870,12.350199,12.484955,12.796260,14.626247,14.876311,12.706713,12.039752,10.578544,9.8266573,9.0591173,8.4569550,8.5889063,8.6630507,8.4477196,8.3633385,8.7918873,10.569925,11.262459,13.711785,12.754695,14.892268,16.429111,16.822161
2019-06-25',6379,9.0448017,9.4582043,10.247328,11.233464,12.174235,11.693279,10.947225,10.099593,8.3403273,7.5344458,7.0586123,6.6345267,6.7070341,6.7835264,6.7073164,6.6084967,7.9841704,10.666133,10.715398,10.517868,10.384978,11.793549,12.965316,12.995661
2019-06-25',6562,9.5803089,11.587332,12.034471,12.611945,14.094590,13.703689,12.461178,12.426124,11.028233,9.9411392,8.2222328,7.8915906,7.8547101,7.5465536,7.5485101,7.4296746,7.7365642,11.125427,12.344378,13.284905,13.892729,13.663356,11.835169,12.358390
2019-06-25',6563,10.761870,12.350199,12.484955,12.796260,14.626247,14.876311,12.706713,12.039752,10.578544,9.8266573,9.0591173,8.4569550,8.5889063,8.6630507,8.4477196,8.3633385,8.7918873,10.569925,11.262459,13.711785,12.754695,14.892268,16.429111,16.822161
2019-06-25',6564,9.0448017,9.4582043,10.247328,11.233464,12.174235,11.693279,10.947225,10.099593,8.3403273,7.5344458,7.0586123,6.6345267,6.7070341,6.7835264,6.7073164,6.6084967,7.9841704,10.666133,10.715398,10.517868,10.384978,11.793549,12.965316,12.995661
2019-06-25',6747,9.5331860,12.224689,12.348161,12.658728,14.174015,14.084739,13.486626,11.789513,12.058882,11.500845,8.0067043,7.6966743,7.3351116,7.0540266,6.9680395,6.8831677,7.2035437,11.169296,12.602067,15.396192,16.938471,17.666084,17.666025,18.146385
2019-06-25',6748,9.6908693,10.318813,9.6983194,10.852855,11.924706,12.602120,11.781075,10.245852,10.130767,8.5635672,7.3878427,7.0846839,6.7804260,6.6003308,6.5266786,6.4433560,6.8124681,10.687151,12.485651,13.403239,13.648388,15.411547,16.412159,16.475445
2019-06-25',6749,9.4509907,9.5043612,8.2392912,8.0953941,8.3993206,8.6875839,8.1313362,7.2547650,7.3168120,6.7923694,5.6249151,5.4356637,5.2144542,5.0922322,5.0796442,5.0739694,5.4291763,7.8247218,9.5502462,10.606885,10.450788,11.278959,11.698730,11.577987
2019-06-26',6192,12.080360,15.716074,16.763807,21.668516,18.079411,16.414566,13.571698,10.889594,8.9648237,7.7556195,6.6147442,7.0131779,6.3622169,6.2980757,6.4064469,6.6031961,7.1799669,7.1790800,9.6595297,11.550253,12.159030,11.593951,13.000606,12.638798
2019-06-26',6193,13.949371,15.644708,16.705601,20.833998,21.153160,16.848587,17.244110,18.117809,17.252218,12.724516,10.557169,9.9347878,8.7012520,8.0328732,7.5914330,7.7667379,8.4899025,10.147546,10.464173,12.340042,13.969862,14.202730,15.075788,14.813879
2019-06-26',6194,11.642552,14.344584,16.472769,17.469549,17.136604,16.530981,17.724323,18.983648,18.190817,17.637678,14.175473,11.650805,10.188859,8.7515726,8.0601788,8.0473318,9.1829796,10.277465,10.245894,11.932589,13.504201,13.853484,14.959373,15.104918
2019-06-26',6377,18.131683,25.699286,28.135475,28.383543,22.538946,17.957069,17.607908,15.201999,11.667700,9.8169041,8.4715490,7.3576918,7.3492956,7.0685811,7.1146021,6.9168968,7.4390664,9.4005423,11.424600,12.817541,11.648519,12.533687,13.288248,12.864167
2019-06-26',6378,19.617399,24.757957,24.153254,26.162386,23.093454,17.520512,18.451920,19.463861,18.671030,18.066959,17.488997,15.834680,13.957812,12.248658,11.708985,11.236297,10.361685,11.379951,11.002594,13.154949,15.017600,14.959430,15.250412,14.872087
2019-06-26',6379,16.282141,20.101801,20.578939,20.467159,19.472998,17.520512,19.063099,20.030989,18.738808,19.187456,17.606081,16.899237,14.247003,11.694860,10.681243,10.255428,10.579964,11.409055,10.813419,12.631081,15.312493,15.285647,15.192204,15.046709
2019-06-26',6562,18.131683,25.699286,28.135475,28.383543,22.538946,17.957069,17.607908,15.201999,11.667700,9.8169041,8.4715490,7.3576918,7.3492956,7.0685811,7.1146021,6.9168968,7.4390664,9.4005423,11.424600,12.817541,11.648519,12.533687,13.288248,12.864167
2019-06-26',6563,19.617399,24.757957,24.153254,26.162386,23.093454,17.520512,18.451920,19.463861,18.671030,18.066959,17.488997,15.834680,13.957812,12.248658,11.708985,11.236297,10.361685,11.379951,11.002594,13.154949,15.017600,14.959430,15.250412,14.872087
2019-06-26',6564,16.282141,20.101801,20.578939,20.467159,19.472998,17.520512,19.063099,20.030989,18.738808,19.187456,17.606081,16.899237,14.247003,11.694860,10.681243,10.255428,10.579964,11.409055,10.813419,12.631081,15.312493,15.285647,15.192204,15.046709
2019-06-26',6747,22.429897,25.257782,23.175888,19.557835,19.150326,16.905537,15.252971,13.112434,11.247257,9.3783998,8.3311033,7.6253815,7.3029184,6.7196479,6.5321207,6.5714455,6.8902717,9.7622614,11.657431,11.885661,9.4705353,10.622952,12.255246,11.498390
2019-06-26',6748,18.218994,21.681479,18.335415,17.578773,15.811543,14.742317,14.130157,10.984181,9.9212847,9.6125803,9.1824751,8.5871153,8.1957722,7.8748693,7.2151442,6.8334970,7.2381392,10.280219,11.511911,13.445988,11.430326,11.409182,14.187593,12.604733
2019-06-26',6749,15.537435,16.325579,16.534529,15.405679,11.609932,12.573798,14.331083,10.754505,9.5569611,9.7900734,10.095118,9.2744656,8.5946283,8.4014168,7.9958744,7.3221660,7.8168478,10.123399,11.482807,13.038534,12.959442,12.651524,14.353920,13.114094
2019-06-27',6192,12.687449,12.585140,11.574784,11.858665,12.202683,12.925400,12.765216,12.014136,12.224051,13.585603,11.954573,10.553272,10.300163,10.985255,12.514640,9.0322933,6.4916835,6.6347699,4.7885761,5.6500278,4.6844730,3.9939106,3.6437721,3.4234488
2019-06-27',6193,15.219375,14.533399,15.615158,17.004650,14.392220,14.531879,17.710047,14.748386,15.384346,15.243704,12.743439,13.470455,12.030346,13.416885,14.803448,11.597022,7.7295275,6.9340787,5.4971790,5.8567104,4.4998488,3.9928162,3.4806671,3.3782549
2019-06-27',6194,16.521999,15.165867,15.627038,16.075644,14.211345,14.461366,15.618585,15.862279,17.398170,16.255503,14.770795,12.884357,13.449470,12.037299,14.206894,9.7077808,8.4736929,7.2325635,5.5062313,5.9964600,4.2591314,3.8785894,3.3860157,3.1745279
2019-06-27',6377,12.862199,13.438033,12.042088,12.107191,12.421111,13.485101,13.176165,12.487783,12.501752,13.367118,11.535267,11.537517,10.969058,11.115114,14.207427,9.4323320,7.6311030,7.0761485,6.4465208,6.0468087,5.2612381,4.2319283,4.1603651,4.0144358
2019-06-27',6378,15.231312,15.333754,17.228971,16.756834,15.048336,15.259362,16.833448,14.379615,15.577472,15.444190,11.508359,12.553117,14.781375,14.815994,16.707552,12.594045,9.9114618,9.5812483,8.9177170,8.3509426,5.7280293,6.8164849,6.2782016,4.3888988
2019-06-27',6379,16.418827,16.097872,16.132652,15.439132,15.091480,15.337351,15.348948,15.195208,16.611212,15.691765,11.777640,13.628729,14.952360,12.557047,15.073262,13.030748,10.076286,8.5225010,9.0101728,8.9173021,5.7038245,6.4109497,6.6007385,4.3287516
2019-06-27',6562,12.862199,13.438033,12.042088,12.107191,12.421111,13.485101,13.176165,12.487783,12.501752,13.367118,11.535267,11.537517,10.969058,11.115114,14.207427,9.4323320,7.6311030,7.0761485,6.4465208,6.0468087,5.2612381,4.2319283,4.1603651,4.0144358
2019-06-27',6563,15.231312,15.333754,17.228971,16.756834,15.048336,15.259362,16.833448,14.379615,15.577472,15.444190,11.508359,12.553117,14.781375,14.815994,16.707552,12.594045,9.9114618,9.5812483,8.9177170,8.3509426,5.7280293,6.8164849,6.2782016,4.3888988
2019-06-27',6564,16.418827,16.097872,16.132652,15.439132,15.091480,15.337351,15.348948,15.195208,16.611212,15.691765,11.777640,13.628729,14.952360,12.557047,15.073262,13.030748,10.076286,8.5225010,9.0101728,8.9173021,5.7038245,6.4109497,6.6007385,4.3287516
2019-06-27',6747,11.469436,12.248628,11.721362,10.848663,11.008716,12.012700,12.101519,11.522174,11.407086,11.003000,11.209945,11.764321,10.781105,9.4677925,10.759880,8.7700071,8.0353451,6.6451187,6.6515265,6.7247801,6.2263646,4.8769021,4.5459909,4.2899413
2019-06-27',6748,11.809082,12.552854,12.391333,11.049875,11.322115,11.983597,12.276142,11.624038,11.868744,12.156253,11.784497,11.548544,11.365917,9.7946701,10.221371,10.074407,9.0025177,7.0143881,7.0050359,7.5108323,7.0355449,4.8761702,5.6140361,4.6206851
2019-06-27',6749,12.336561,12.907557,12.075091,10.877768,11.109641,11.896285,12.392557,11.805936,11.617059,11.991827,13.455594,11.360414,11.040080,10.149995,10.797670,11.458714,9.2738066,6.3992143,6.5102139,7.1344151,6.6869526,4.8213162,5.8447638,4.7187328
2019-06-28',6192,3.6385980,4.5581226,5.1625619,5.2166142,5.6094460,4.9443731,4.1422100,3.0914576,3.0445821,2.8808742,2.8080556,3.5491974,3.0594599,3.1343675,2.8295977,2.9444339,3.1965988,3.1189399,3.4755712,3.8394213,3.6775286,3.8488925,3.7810040,3.7447064
2019-06-28',6193,3.8678403,4.6401334,5.1213288,5.1902819,5.5228028,5.2133422,4.3211670,3.3152003,3.2847457,3.1913884,3.1846077,3.6518850,3.2724237,3.2038586,2.9982238,3.1719499,3.4459460,3.4848409,3.4345303,3.8215051,3.5118797,3.9410071,3.9941669,3.8246353
2019-06-28',6194,3.6525459,4.4401584,5.0802593,5.1590819,5.4379001,5.0549264,4.1154652,3.1248319,3.1254845,2.9726124,2.9050090,3.4678402,3.0296741,3.0248301,2.8872371,3.1759536,3.4610379,3.3879797,3.0897677,3.5582240,3.2792656,3.5277128,3.6959627,3.5054312
2019-06-28',6377,4.1640797,5.2019596,5.4287524,5.4676280,5.9103327,5.4544506,4.7725325,3.7323031,3.6089449,3.4062209,3.7049737,4.1282969,3.9738219,3.9147637,3.4759076,3.5537529,3.7467968,4.2774372,4.8403640,4.9827342,5.0970578,5.2302232,4.8400750,4.6589298
2019-06-28',6378,6.1946335,6.8507667,7.0631213,6.7635159,6.0758963,7.6982732,6.2096691,5.4527121,5.2051082,4.8781815,5.0491571,4.8878527,4.9704361,5.0982933,4.9111543,5.1464558,5.2641573,5.3112340,6.0840874,7.9956698,8.5660238,7.3195205,6.4790554,5.9891725
2019-06-28',6379,6.3810797,6.1124630,6.0720849,6.2477894,6.0864973,6.7370014,6.1022563,5.1771917,5.0288153,4.6104345,4.7825189,4.6780224,4.6531076,4.7383466,4.5649810,4.8805599,5.3398762,5.3937531,5.7593122,7.1344213,7.7360597,7.2144170,6.2479873,5.6532278
2019-06-28',6562,4.1640797,5.2019596,5.4287524,5.4676280,5.9103327,5.4544506,4.7725325,3.7323031,3.6089449,3.4062209,3.7049737,4.1282969,3.9738219,3.9147637,3.4759076,3.5537529,3.7467968,4.2774372,4.8403640,4.9827342,5.0970578,5.2302232,4.8400750,4.6589298
2019-06-28',6563,6.1946335,6.8507667,7.0631213,6.7635159,6.0758963,7.6982732,6.2096691,5.4527121,5.2051082,4.8781815,5.0491571,4.8878527,4.9704361,5.0982933,4.9111543,5.1464558,5.2641573,5.3112340,6.0840874,7.9956698,8.5660238,7.3195205,6.4790554,5.9891725
2019-06-28',6564,6.3810797,6.1124630,6.0720849,6.2477894,6.0864973,6.7370014,6.1022563,5.1771917,5.0288153,4.6104345,4.7825189,4.6780224,4.6531076,4.7383466,4.5649810,4.8805599,5.3398762,5.3937531,5.7593122,7.1344213,7.7360597,7.2144170,6.2479873,5.6532278
2019-06-28',6747,4.5690002,5.1856027,5.1678905,5.2327437,5.5077462,5.0186958,4.9455638,4.2308412,4.2069163,3.9289532,4.0143437,4.2015610,4.3038478,4.1914134,3.8907614,3.8125715,3.8721082,4.4237947,4.6676631,5.2540798,5.5915070,5.9724879,5.7711205,5.7137799
2019-06-28',6748,6.2888513,5.4977584,5.4937172,5.5727100,5.9529085,5.8760366,5.2597299,4.8874893,5.0889273,4.5628853,4.6716743,4.7363367,4.6364741,4.5222139,4.5659723,4.5486193,4.6105399,4.7095785,5.0647712,6.9334297,7.8943653,7.6239491,6.9363041,6.6894832
2019-06-28',6749,6.2675314,5.1945701,5.4133053,5.5098200,5.9386125,6.1862741,5.1744580,4.5894098,4.7483783,4.2511129,4.3122320,4.3095632,4.2322536,4.1317277,4.1971970,4.4875197,4.5545382,4.5694203,5.0821223,6.9470086,7.9751611,7.0866404,6.8606844,6.8831239
